#,Custom Panel (X),SOMAmer SeqID,Target Name,Human Target or Analyte,UniProt ID,GeneID,Cardiovascular Disease,Inflammation and Immune Response,Metabolic Disease,Oncology,Combine Immune and Metabolic,Previous association with age,Previous association with Sex,Drug Targets,Bone Related or of interest,NIHM Supplemental Data,Aging and Longevity pQTLs,Rat and Human Cytokine/Chemokine Luminex,Known of Interest,Inflammatory Serum Protein Profiling of Patients,Count for Custom Panel,
2209,,11162-37,EQTN,Equatorin,Q9NQ60,EQTN,,,,,,,,,,,,,,,,
2210,,21512-6,EDEM2,ER degradation-enhancing alpha-mannosidase-like 2,Q9BV94,EDEM2,,,,,,,,,,,,,,,,
2211,,11989-35,EMC1,ER membrane protein complex subunit 1,Q8N766,EMC1,,,,,,,,,,,,,,,,
2212,,20435-41,EMC2,ER membrane protein complex subunit 2,Q15006,EMC2,,,,,,,,,,,,,,,,
2213,,13516-46,TMM85,ER membrane protein complex subunit 4,Q5J8M3,EMC4,,,,,,,,,,,,,,,,
2214,,17770-42,EMC8,ER membrane protein complex subunit 8,O43402,EMC8,,,,,,,,,,,,,,,,
2215,,8776-10,ERLN1,Erlin-1,O75477,ERLIN1,,,,,,,,,,,,,,,,
2216,,23425-19,ERMIN,Ermin,Q8TAM6,ERMN,,,,,,,,,,,,,,,,
2217,,7060-2,ERO1A,ERO1-like protein alpha,Q96HE7,ERO1A,,,,,,,,,,,,,,,,
2218,,7994-41,ERO1B,ERO1-like protein beta,Q86YB8,ERO1B,,,,,,,,,,,,,,,,
2219,,8261-51,STOM,Erythrocyte band 7 integral membrane protein,P27105,STOM,,,,,,,,,,,,,,,,
2220,,8631-13,ERMAP,Erythroid membrane-associated protein,Q96PL5,ERMAP,,,,,,,,,,,,,,,,
2221,,5813-58,Epo,Erythropoietin,P01588,EPO,X,X,X,X,X,,,,,,,,,,X,
2222,,19575-4,EPO-R,Erythropoietin receptor,P19235,EPOR,,,,X,,,,,,X,,,X,,X,
2223,,2715-25,EPO-R,Erythropoietin receptor,P19235,EPOR,,,,,,,,,,X,,,X,,X,
2224,,5981-6,ES1,"ES1 protein homolog, mitochondrial",P30042,None,,,,,,,,,,,,,,,,
2225,,3470-1,sE-Selectin,E-selectin,P16581,SELE,X,X,X,,X,,,,,X,,,X,,X,
2226,,24957-6,ESPN,Espin,B1AK53,None,,,,,,,,,,,,,,,,
2227,,17697-2,OVCA2,Esterase OVCA2,Q8WZ82,OVCA2,,,,,,,,,,,,,,,,
2228,,4708-3,17-beta-HSD 1,Estradiol 17-beta-dehydrogenase 1,P14061,HSD17B1,,,,,,,,,,X,,,X,,X,
2229,,17397-8,DHB11,Estradiol 17-beta-dehydrogenase 11,Q8NBQ5,HSD17B11,,,,,,,,,,,,,,,,
2230,,19491-11,DHB8,Estradiol 17-beta-dehydrogenase 8,Q92506,HSD17B8,,,,,,,,,,,,,,,,
2231,,16932-5,SULT 1E,Estrogen sulfotransferase,P49888,SULT1E1,,,,,,,,,,,,,,,,
2232,,9878-3,SULT 1E,Estrogen sulfotransferase,P49888,SULT1E1,X,,,,,,,,,,,,,,,
2233,,8328-9,EKI1,Ethanolamine kinase 1,Q9HBU6,ETNK1,,X,,,,,,,,,,,,,,
2234,,21379-30,EKI2,Ethanolamine kinase 2,Q9NVF9,ETNK2,,,,,,,,,,,,,,,,
2235,,20952-15,ECHD1,Ethylmalonyl-CoA decarboxylase,Q9NTX5,ECHDC1,,,,,,,,,,,,,,,,
2236,,10006-25,ELK1,ETS domain-containing protein Elk-1,P19419,ELK1,,,,,,,,,,,,,,,,
2237,,5707-55,ELK3,ETS domain-containing protein Elk-3,P41970,ELK3,X,,,X,,,,,,,,,,,,
2238,,22128-8,ELK4,ETS domain-containing protein Elk-4,P28324,ELK4,,,,,,,,,,,,,,,,
2239,,13387-55,EHF,ETS homologous factor,Q9NZC4,EHF,,,,,,,,,,,,,,,,
2240,,23210-4,ETV2,ETS translocation variant 2,O00321,ETV2,,,,,,,,,,,,,,,,
2241,,22134-1,ETV4,ETS translocation variant 4,P43268,ETV4,,,,X,,,,,,,,,,,,
2242,,13403-5,ETV5,ETS translocation variant 5,P41161,ETV5,,,,,,,,,,,,,,,,
2243,,13457-33,ELF5,ETS-related transcription factor Elf-5,Q9UKW6,ELF5,,,,,,,,,,,,,,,,
2244,,12332-7,EF2K,Eukaryotic elongation factor 2 kinase,O00418,EEF2K,,,,,,,,,,,,,,,,
2245,,18829-4,IF4A1,Eukaryotic initiation factor 4A-I,P60842,EIF4A1,,X,,,,,,,,,,,,,,
2246,,18824-7,IF4A2,Eukaryotic initiation factor 4A-II,Q14240,EIF4A2,,,,,,,,,,,,,,,,
2247,,22984-10,IF4A2,Eukaryotic initiation factor 4A-II,Q14240,EIF4A2,,,,,,,,,,,,,,,,
2248,,4997-19,IF4A3,Eukaryotic initiation factor 4A-III,P38919,EIF4A3,,,,,,,,,,X,,,X,,X,
2249,,24253-5,ERF3B,Eukaryotic peptide chain release factor GTP-binding subunit ERF3B,Q8IYD1,GSPT2,,,,,,,,,,,,,,,,
2250,,21628-6,MCA3,Eukaryotic translation elongation factor 1 epsilon-1,O43324,EEF1E1,,,,,,,,,,,,,,,,
2251,,20913-27,EIF1,Eukaryotic translation initiation factor 1,P41567,EIF1,,,,,,,,,,,,,,,,
2252,,9850-38,IF1AX,"Eukaryotic translation initiation factor 1A, X-chromosomal",P47813,EIF1AX,,,,,,,,,,,,,,,,
2253,,19224-5,IF1AY,"Eukaryotic translation initiation factor 1A, Y-chromosomal",O14602,EIF1AY,,,,,,,,,,,,,,,,
2254,,12701-1,EIF1B,Eukaryotic translation initiation factor 1b,O60739,EIF1B,,,,,,,,,,,,,,,,
2255,,19259-176,IF2A,Eukaryotic translation initiation factor 2 subunit 1,P05198,EIF2S1,,,,,,,,,,,,,,,,
2256,,24723-58,eIF-2-beta,Eukaryotic translation initiation factor 2 subunit 2,P20042,EIF2S2,,,,X,,,,,,,,,,,,
2257,,25105-70,EIF2A,Eukaryotic translation initiation factor 2A,Q9BY44,EIF2A,X,,,,,,,,,,,,,,,
2258,,25105-87,EIF2A,Eukaryotic translation initiation factor 2A,Q9BY44,EIF2A,,,,,,,,,,,,,,,,
2259,,21504-41,I2C2,Eukaryotic translation initiation factor 2C 2,Q9UKV8,AGO2,,,,,,,,,,,,,,,,
2260,,24979-17,EIF3B,Eukaryotic translation initiation factor 3 subunit B,P55884,EIF3B,,X,,,,,,,,,,,,,,
2261,,11454-87,EIF3G,Eukaryotic translation initiation factor 3 subunit G,O75821,EIF3G,,,,,,,,,,,,,,,,
2262,,13497-34,EIF3J,Eukaryotic translation initiation factor 3 subunit J,O75822,EIF3J,,,,,,,,,,,,,,,,
2263,,23410-46,EIF3M,Eukaryotic translation initiation factor 3 subunit M,Q7L2H7,EIF3M,,,,,,,,,,,,,,,,
2264,,25287-7,IF4G1,Eukaryotic translation initiation factor 4 gamma 1,Q04637,EIF4G1,,X,,,,,,,,,,,,,,
2265,,4230-1,IF4G2,Eukaryotic translation initiation factor 4 gamma 2,P78344,EIF4G2,,,,,,,,,,X,,,X,,X,
2266,,13991-47,IF4G3,Eukaryotic translation initiation factor 4 gamma 3,O43432,EIF4G3,,,,,,,,,,,,,,,,
2267,,14675-20,IF4B,Eukaryotic translation initiation factor 4B,P23588,EIF4B,,,,,,,,,,,,,,,,
2268,,19263-147,IF4E,Eukaryotic translation initiation factor 4E,P06730,EIF4E,,X,,,,,,,,,,,,,,
2269,,9745-20,IF4E2,Eukaryotic translation initiation factor 4E type 2,O60573,EIF4E2,,,,,,,,,,,,,,,,
6334,,14065-11,CD5:CD,T-cell surface glycoprotein CD5:Cytoplasmic domain,P06127,CD5,,X,,,,,,,,,,,,X,X,
2271,,20117-5,4EBP2,Eukaryotic translation initiation factor 4E-binding protein 2,Q13542,EIF4EBP2,,,,,,,,,,X,,,X,,X,
2272,,4184-43,4EBP2,Eukaryotic translation initiation factor 4E-binding protein 2,Q13542,EIF4EBP2,,,,,,,,,,X,,,X,,X,
2273,,18859-7,4EBP3,Eukaryotic translation initiation factor 4E-binding protein 3,O60516,EIF4EBP3,,,,,,,,,,,,,,,,
2274,,5885-55,eIF-4H,Eukaryotic translation initiation factor 4H,Q15056,EIF4H,,,,,,,,,,,,,,,,
2275,,2612-5,eIF-5,Eukaryotic translation initiation factor 5,P55010,EIF5,,,,,,,,,,X,,,X,,X,
2276,,5888-29,eIF-5A-1,Eukaryotic translation initiation factor 5A-1,P63241,EIF5A,,X,,X,,,,,,X,,,X,,X,
2277,,11355-10,IF5A2,Eukaryotic translation initiation factor 5A-2,Q9GZV4,EIF5A2,,,,,,,,,,,,,,,,
2278,,25110-19,EXOC7,Exocyst complex component 7,Q9UPT5,EXOC7,,,,,,,,,,,,,,,,
2279,,7930-3,EXOS1,Exosome complex component CSL4,Q9Y3B2,EXOSC1,,,,,,,,,,,,,,,,
2280,,12605-1,Exosome component 3,Exosome complex component RRP40,Q9NQT5,EXOSC3,,,,,,,,,,,,,,,,
2281,,18909-11,EXOS8,Exosome complex component RRP43,Q96B26,EXOSC8,,,,,,,,,,,,,,,,
2282,,20968-22,EXOS5,Exosome complex component RRP46,Q9NQT4,EXOSC5,,,,,,,,,,,,,,,,
2283,,6528-95,EXTL2,Exostosin-like 2,Q9UBQ6,EXTL2,,,,,,,,,,,,,,,,
2284,,25963-2,XPO5,Exportin-5,Q9HAV4,XPO5,,,,,,,,,,,,,,,,
2285,,7163-26,lacritin,Extracellular glycoprotein lacritin,Q9GZZ8,LACRT,,,,,,,,,,,,,,,,
2286,,3366-51,ECM1,Extracellular matrix protein 1,Q16610,ECM1,,,,,,,,,,X,,,X,,X,
2287,,8305-18,SULF2,Extracellular sulfatase Sulf-2,Q8IWU5,SULF2,,,,,,,,,,,,,,,,
2288,,5660-51,SOD3,Extracellular superoxide dismutase [Cu-Zn],P08294,SOD3,X,X,,,,,,,,X,,,X,,X,
2289,,8463-2,SOD3,Extracellular superoxide dismutase [Cu-Zn],P08294,SOD3,,,,,,,,,,X,,,X,,X,
2290,,8664-36,PKDCC,Extracellular tyrosine-protein kinase PKDCC,Q504Y2,PKDCC,,,,,,,,,,,,,,,,
2291,,21152-25,EYA2,Eyes absent homolog 2,O00167,EYA2,,,,,,,,,,,,,,,,
2292,,9753-17,Ezrin,Ezrin,P15311,EZR,,,,X,,,,,,,,,,,,
2293,,24694-158,NHERF,Ezrin-radixin-moesin-binding phosphoprotein 50,O14745,SLC9A3R1,,,X,,,,,,,,,,,,,
2294,,5032-64,SSRP1,FACT complex subunit SSRP1,Q08945,SSRP1,,,,,,,,,,X,,,X,,X,
2295,,11449-22,CAZA1,F-actin-capping protein subunit alpha-1,P52907,CAPZA1,,,,,,,,,,,,,,,,
2296,,23557-110,CAPZB,F-actin-capping protein subunit beta,P47756,CAPZB,X,,,X,,,,,,,,,,,,
2297,,20067-26,FSAP,Factor seven-activating protease,Q14520,HABP2,,,,,,,,,,,,,,,,
2298,,8017-23,FXRD1,FAD-dependent oxidoreductase domain-containing protein 1,Q96CU9,FOXRED1,,,X,,,,,,,,,,,,,
2299,,15398-2,HERV1,FAD-linked sulfhydryl oxidase ALR,P55789,GFER,,,X,X,,,,,,,,,,,,
2300,,11336-9,FANCF,Fanconi anemia group F protein,Q9NPI8,FANCF,,,X,,,,,,,,,,,,,
2301,,20960-47,FUBP1,Far upstream element-binding protein 1,Q96AE4,FUBP1,,,,,,,,,,,,,,,,
2302,,24926-9,FUBP2,Far upstream element-binding protein 2,Q92945,KHSRP,,,,,,,,,,,,,,,,
2303,,24952-28,FUBP3,Far upstream element-binding protein 3,Q96I24,FUBP3,,,,,,,,,,,,,,,,
2304,,21501-30,FPPS,Farnesyl pyrophosphate synthetase,P14324,FDPS,,,,,,,,,,,,,,,,
2305,,10420-30,FAIM1,Fas apoptotic inhibitory molecule 1,Q9NVQ4,FAIM,,,,,,,,,,,,,,,,
2306,,16594-44,FAIM1,Fas apoptotic inhibitory molecule 1,Q9NVQ4,FAIM,,,,,,,,,,,,,,,,
2307,,6574-11,FAIM3,Fas apoptotic inhibitory molecule 3,O60667,FCMR,,,,,,,,,,,,,,,,
2308,,16593-3,FADD,FAS-associated death domain protein,Q13158,FADD,X,,,X,,,,,,,,,,,,
2309,,9738-7,FAF2,FAS-associated factor 2,Q96CS3,FAF2,,,,,,,,,,,,,,,,
2310,,24226-30,Fascin,Fascin,Q16658,FSCN1,,,,,,,,,,,,,,,,
2311,,25051-104,FTO,Fat mass and obesity-associated protein,Q9C0B1,FTO,,,X,X,,,,,X,,,,X,,X,
2312,,9074-6,CE004,Fatty acid hydroxylase domain-containing protein 2,Q96IV6,FAXDC2,,X,,,,,,,,,,,,,,
2313,,8403-18,Fatty acid synthase,Fatty acid synthase,P49327,FASN,X,,X,X,,,,,,,,,,,,
2314,,18888-37,FBP12,Fatty acid-binding protein 12,A6NFH5,FABP12,,,,,,,,,,,,,,,,
2315,,18194-18,FABP9,Fatty acid-binding protein 9,Q0Z7S8,FABP9,,,,,,,,,,,,,,,,
2316,,15386-7,FABPA,"Fatty acid-binding protein, adipocyte",P15090,FABP4,X,,,X,,,,,,,,,,,,
2317,,9851-9,FABPA,"Fatty acid-binding protein, adipocyte",P15090,FABP4,,,,,,,,,,,,,,,,
2318,,4985-11,FABPE,"Fatty acid-binding protein, epidermal",Q01469,FABP5,X,,,,,,,,,X,,,X,,X,
2319,,4696-2,FABP,"Fatty acid-binding protein, heart",P05413,FABP3,,,,,,,,,,X,,,X,,X,
2320,,5437-63,FABP,"Fatty acid-binding protein, heart",P05413,FABP3,,,,,,,,,,X,,,X,,X,
2321,,15385-116,FABP2,"Fatty acid-binding protein, intestinal",P12104,FABP2,X,,,,,,,,,,,,,,,
2322,,11516-7,FABPL,"Fatty acid-binding protein, liver",P07148,FABP1,,,X,,,,,,,,,,,,,
2323,,8396-42,FAAH2,Fatty-acid amide hydrolase 2,Q6GMR7,FAAH2,,,,X,,,,,,,,,,,,
2324,,24895-25,FCSD1,F-BAR and double SH3 domains protein 1,Q86WN1,FCHSD1,,,,,,,,,,,,,,,,
2325,,22143-6,FBX28,F-box only protein 28,Q9NVF7,FBXO28,,,,,,,,,,,,,,,,
2326,,14628-72,FBX3,F-box only protein 3,Q9UK99,FBXO3,,,,,,,,,,,,,,,,
2327,,22144-65,FBX48,F-box only protein 48,Q5FWF7,FBXO48,,,,,,,,,,,,,,,,
2328,,9951-36,FBXL4:LRR2 and LRR3 ,F-box/LRR-repeat protein 4:Leucine-rich repeats 2 and 3,Q9UKA2,FBXL4,,,,,,,,,,,,,,,,
2329,,11416-23,FBXL4:LRR4 and LRR5 ,F-box/LRR-repeat protein 4:Leucine-rich repeats 4 and 5,Q9UKA2,FBXL4,,,,,,,,,,,,,,,,
2330,,12846-3,FBXL5,F-box/LRR-repeat protein 5,Q9UKA1,FBXL5,,,,,,,,,,,,,,,,
2331,,24975-3,FCRLA,Fc receptor-like A,Q7L513,FCRLA,,,,,,,,,,,,,,,,
2332,,15583-18,FCRLB,Fc receptor-like B,Q6BAA4,FCRLB,,,,,,,,,,,,,,,,
2333,,5728-60,FCRL1,Fc receptor-like protein 1,Q96LA6,FCRL1,,,,,,,,,,,,,,,,
2334,,7951-146,FCRL2,Fc receptor-like protein 2,Q96LA5,FCRL2,,,,,,,,,,,,,,,,
2335,,4440-15,FCRL3,Fc receptor-like protein 3,Q96P31,FCRL3,,X,,,,X,,X,,X,,,X,,X,
2336,,8991-115,FCRL4:CD,Fc receptor-like protein 4:Cytoplasmic domain,Q96PJ5,FCRL4,,,,,,,,,,,,,,,,
2337,,8973-23,FCRL4:ECD,Fc receptor-like protein 4:Extracellular domain,Q96PJ5,FCRL4,,,,,,,,,,,,,,,,
2338,,6103-70,FCRL5,Fc receptor-like protein 5,Q96RD9,FCRL5,,,,,,,,,,,,,,,,
2339,,6617-12,FCRL6,Fc receptor-like protein 6,Q6DN72,FCRL6,,,,,,,,,,,,,,,,
2340,,12599-10,URP2,Fermitin family homolog 3,Q86UX7,FERMT3,,X,,,,,,,,,,,,,,
2341,,5934-1,Ferritin,Ferritin,P02794|P02792,FTH1|FTL,,,X,X,,,,,X,X,,,X,,X,
2342,,25913-17,FRIH,Ferritin heavy chain,P02794,FTH1,,,X,X,,,,,X,,,,X,,X,
2343,,25225-14,FHL17,Ferritin heavy polypeptide-like 17,Q9BXU8,FTHL17,,,,,,,,,X,,,,X,,X,
2344,,15324-58,Ferritin light chain,Ferritin light chain,P02792,FTL,,,X,,,,,,X,,,,X,,X,
2345,,8048-9,FTMT,"Ferritin, mitochondrial",Q8N4E7,FTMT,,,,,,,,,X,,,,X,,X,
2346,,7740-33,FATE1,Fetal and adult testis-expressed transcript protein,Q969F0,FATE1,,,,,,,,,,,,,,,,
2347,,3367-8,FETUB,Fetuin-B,Q9UGM5,FETUB,X,,X,,,,,,X,,,,X,,X,
2348,,21793-4,FR1OP,FGFR1 oncogene partner,O95684,CEP43,,,,,,,,,,,,,,,,
2349,,25115-21,FHOD1,FH1/FH2 domain-containing protein 1,Q9Y613,FHOD1,,,,,,,,,,,,,,,,
2350,,2796-62,Fibrinogen,Fibrinogen,P02671|P02675|P02679,FGA|FGB|FGG,X,,,X,,,,,,X,,,X,,X,
2351,,18890-227,Fibrinogen B,Fibrinogen beta chain,P02675,FGB,,,X,,,,,,,,,,,,,
2352,,9378-6,FBCD1,Fibrinogen C domain-containing protein 1,Q8N539,FIBCD1,,,,,,,,,,,,,,,,
2353,,4989-7,Fibrinogen g-chain dimer,Fibrinogen gamma chain,P02679,FGG,,,,,,,,,,X,,,X,,X,
2354,,5581-28,FGL1,Fibrinogen-like protein 1,Q08830,FGL1,,,,,,,,,,,,,,,,
2355,,3486-58,b-ECGF,Fibroblast growth factor 1,P05230,FGF1,X,,,,,,,,,X,,,X,,X,
2356,,2441-2,FGF-10,Fibroblast growth factor 10,O15520,FGF10,,,,X,,,,,,X,,,X,,X,
2357,,4392-54,FGF-12,Fibroblast growth factor 12,P61328,FGF12,,,,,,,,,,X,,,X,,X,
2358,,13725-3,FGF-16,Fibroblast growth factor 16,O43320,FGF16,,,,,,,,,,X,,,X,,X,
2359,,4393-3,FGF-16,Fibroblast growth factor 16,O43320,FGF16,,,,,,,,,,X,,,X,,X,
2360,,3494-71,FGF-17,Fibroblast growth factor 17,O60258,FGF17,,,,,,,,,,X,,,X,,X,
2361,,2761-49,FGF-18,Fibroblast growth factor 18,O76093,FGF18,,,,,,,,,,X,,,X,,X,
6335,,5596-75,CD5:ECD,T-cell surface glycoprotein CD5:Extracellular domain,P06127,CD5,,X,,,,,,,,,,,,X,X,
2363,,2762-30,FGF-19,Fibroblast growth factor 19,O95750,FGF19,,,,,,,,,,,,,,,,
2364,,3025-50,bFGF,Fibroblast growth factor 2,P09038,FGF2,X,X,X,X,X,,,,,,,X,,,X,
2365,,2763-66,FGF-20,Fibroblast growth factor 20,Q9NP95,FGF20,,,,,,,,,,X,,,X,,X,
2366,,9513-9,FGF22,Fibroblast growth factor 22,Q9HCT0,FGF22,,,,,,,,,,,,,,,,
6201,,8479-4,MMP-10,Stromelysin-2,P09238,MMP10,,X,,X,,,,,,,X,,X,X,X,
2368,,7894-155,FGF-3,Fibroblast growth factor 3,P11487,FGF3,,,,X,,,,,,,,,,,,
2369,,4123-60,FGF-4,Fibroblast growth factor 4,P08620,FGF4,,,,X,,,,,,,,,,,,
2370,,3065-65,FGF-5,Fibroblast growth factor 5,P12034,FGF5,X,X,,,,,,,,,,,,,,
2371,,4130-71,FGF-6,Fibroblast growth factor 6,P10767,FGF6,,,X,,,,,,,X,,,X,,X,
2372,,14031-18,FGF7,Fibroblast growth factor 7,P21781,FGF7,X,X,,,,,,,,X,,,X,,X,
2373,,4487-1,FGF7,Fibroblast growth factor 7,P21781,FGF7,,,,,,,,,,X,,,X,,X,
2374,,19570-12,FGF-8,Fibroblast growth factor 8,P55075,FGF8,X,,,,,,,,,X,,,X,,X,
2375,,4394-71,FGF-8A,Fibroblast growth factor 8 isoform A,P55075,FGF8,,,,,,,,,,X,,,X,,X,
2376,,14757-144,FGF-8B,Fibroblast growth factor 8 isoform B,P55075,FGF8,,,,,,,,,,X,,,X,,X,
2377,,2443-10,FGF-8B,Fibroblast growth factor 8 isoform B,P55075,FGF8,,,,,,,,,,X,,,X,,X,
2378,,17166-4,FGF-8F,Fibroblast growth factor 8 isoform F,P55075,FGF8,,,,,,,,,,X,,,X,,X,
2379,,19584-33,FGF9,Fibroblast growth factor 9,P31371,FGF9,,,,X,,,,,,X,,,X,,X,
2380,,5532-53,bFGF-R,Fibroblast growth factor receptor 1,P11362,FGFR1,X,,X,X,,,,,X,X,,,X,,X,
2381,,3808-76,FGFR-2,Fibroblast growth factor receptor 2,P21802,FGFR2,,,X,X,,,,,X,,,,X,,X,
2382,,3809-1,FGFR-3:CD,Fibroblast growth factor receptor 3:Cytoplasmic domain,P22607,FGFR3,X,X,,X,,,,,X,X,,,X,,X,
2383,,13669-6,FGFR-3:ECD,Fibroblast growth factor receptor 3:Extracellular domain,P22607,FGFR3,X,X,,X,,,,,X,X,,,X,,X,
2384,,4988-49,FGFR4,Fibroblast growth factor receptor 4,P22455,FGFR4,,,,X,,,,,X,,,,X,,X,
2385,,13025-4,FRS2,Fibroblast growth factor receptor substrate 2,Q8WU20,FRS2,,,,,,,,,,,,,,,,
2386,,6104-1,FGRL1,Fibroblast growth factor receptor-like 1,Q8N441,FGFRL1,,,,,,,,,,,,,,,,
2387,,6237-11,FGRL1,Fibroblast growth factor receptor-like 1,Q8N441,FGFRL1,,,,,,,,,,,,,,,,
2388,,15494-11,FGFP1,Fibroblast growth factor-binding protein 1,Q14512,FGFBP1,,,,,,,,,,,,,,,,
2389,,9507-55,FGFP1,Fibroblast growth factor-binding protein 1,Q14512,FGFBP1,,,,,,,,,,,,,,,,
2390,,11219-95,FGFP3,Fibroblast growth factor-binding protein 3,Q8TAT2,FGFBP3,,,,,,,,,,,,,,,,
2391,,19635-69,FGL2,Fibroleukin,Q14314,FGL2,,X,,,,,,,,,,,,,,
2392,,6367-66,fibromodulin,fibromodulin,Q06828,FMOD,,,,,,,,,,,,,,,,
2393,,4131-72,Fibronectin,Fibronectin,P02751,FN1,X,X,,X,,,,,,X,,,X,,X,
2394,,3434-34,FN1.3,Fibronectin Fragment 3,P02751,FN1,,,,,,,,,,X,,,X,,X,
2395,,3435-53,FN1.4,Fibronectin Fragment 4,P02751,FN1,,,X,,,,,,,X,,,X,,X,
2396,,15581-16,FANK1,Fibronectin type 3 and ankyrin repeat domains protein 1,Q8TC84,FANK1,,,,,,,,,,,,,,,,
2397,,23695-1,FSD1,Fibronectin type III and SPRY domain-containing protein 1,Q9BTV5,FSD1,,,,,,,,,,,,,,,,
2398,,13451-2,FNDC4,Fibronectin type III domain-containing protein 4,Q9H6D8,FNDC4,,,X,,,,,,,,,,,,,
2399,,23365-7,FNDC8,Fibronectin type III domain-containing protein 8,Q8TC99,FNDC8,,,,,,,,,,,,,,,,
2400,,20064-24,FN1.2,Fibronectin-1 Fragment 2,P02751,FN1,,,,,,,,,,X,,,X,,X,
2401,,10819-108,fibulin 1,Fibulin-1,P23142,FBLN1,,,,,,,,,,,,,,,,
2402,,6470-19,fibulin 1,Fibulin-1,P23142,FBLN1,,,,,,,,,,,,,,,,
2403,,10738-11,fibulin 5,Fibulin-5,Q9UBX5,FBLN5,,,,,,,,,,,,,,,,
2404,,15585-304,fibulin 5,Fibulin-5,Q9UBX5,FBLN5,X,X,,,,,,,,,,,,,,
2405,,21891-31,FBLN7,Fibulin-7,Q53RD9,FBLN7,,,,,,,,,,,,,,,,
2406,,15582-25,FCN1,Ficolin-1,O00602,FCN1,,,,,,,,,,X,,,X,,X,
2407,,22961-7,FCN1,Ficolin-1,O00602,FCN1,,,,,,,,,,X,,,X,,X,
2408,,3613-62,FCN1,Ficolin-1,O00602,FCN1,,,,,,,,,,X,,,X,,X,
2409,,13717-15,FCN2,Ficolin-2,Q15485,FCN2,X,,X,,,,,,,X,,,X,,X,
2410,,3313-21,FCN2,Ficolin-2,Q15485,FCN2,,,,,,,,,,X,,,X,,X,
2411,,14077-6,Ficolin-3,Ficolin-3,O75636,FCN3,,X,,,,,,,,,,,,,,
2412,,5462-62,Ficolin-3,Ficolin-3,O75636,FCN3,,,,,,,,,,,,,,,,
2413,,11245-43,filamin A:CH1,Filamin-A:Calponin Homology 1,P21333,FLNA,X,,,X,,,,,,,,,,,,
2414,,11171-25,filamin A:CH2,Filamin-A:Calponin Homology 2,P21333,FLNA,X,,,X,,,,,,,,,,,,
2415,,21357-12,FBLI1,Filamin-binding LIM protein 1,Q8WUP2,FBLIM1,,X,,,,,,,,,,,,,,
2416,,25912-131,FK506 binding protein 1A,FK506 binding protein 1A,P62942,FKBP1A,,,,,,,,,,,,,,,,
2417,,21577-35,FKBP5,FK506-binding protein 5,Q13451,FKBP5,,X,,,,,,,,,,,,,,
2418,,12577-100,FLAP endonuclease-1,Flap endonuclease 1,P39748,FEN1,,,,,,,,,,,,,,,,
2419,,17148-7,BLVRB,Flavin reductase (NADPH),P30043,BLVRB,,,,,,,,,,,,,,,,
2757,,2985-35,Gro-a,Growth-regulated alpha protein,P09341,CXCL1,X,X,,,,,,,,X,,X,X,X,X,
3771,,3738-54,CSF-1,Macrophage colony-stimulating factor 1,P09603,CSF1,,X,,X,,,,,,,,,,X,X,
2422,,4986-59,FAK1,Focal adhesion kinase 1,Q05397,PTK2,X,X,,X,,,,,,,,,,,,
2423,,17455-42,FOLR1,Folate receptor alpha,P15328,FOLR1,X,,X,X,,,,,,,,,,,,
2424,,15587-20,FOLR2,Folate receptor beta,P14207,FOLR2,,,,,,,,,,,,,,,,
2425,,15495-9,FOLR3,Folate receptor gamma,P41439,FOLR3,,,,,,,,,,,,,,,,
2426,,5624-66,FOLR3,Folate receptor gamma,P41439,FOLR3,,,,,,,,,,,,,,,,
2427,,3032-11,FSH,Follicle stimulating hormone,P01215|P01225,CGA|FSHB,X,,,,,X,X,,X,X,,,X,,X,
2428,,17346-61,FDSCP,Follicular dendritic cell secreted peptide,Q8NFU4,FDCSP,,,,,,,,,,,,,,,,
2429,,4132-27,FST,Follistatin,P19883,FST,X,,,X,,,,,,X,,,X,,X,
2430,,13112-179,FSTL1,Follistatin-related protein 1,Q12841,FSTL1,X,,,,,,,,,X,,,X,,X,
2431,,3438-10,FSTL3,Follistatin-related protein 3,O95633,FSTL3,,,,,,X,,,,X,,,X,,X,
2432,,9350-3,FSTL4,Follistatin-related protein 4,Q6MZW2,FSTL4,,,,,,,,,,,,,,,,
2433,,7099-33,FSTL5,Follistatin-related protein 5,Q8N475,FSTL5,,,,,,,,,,,,,,,,
2434,,8036-75,FSHB,Follitropin subunit beta,P01225,FSHB,X,,,,,,,,,,,,,,,
2435,,14051-54,FOXC2,Forkhead box protein C2,Q99958,FOXC2,X,X,X,,X,,,,,,,,,,X,
2436,,9896-21,FOXGB,Forkhead box protein G1,P55316,FOXG1,,,,,,,,,,,,,,,,
2437,,14204-55,FOXJ2,Forkhead box protein J2,Q9P0K8,FOXJ2,,,,,,,,,,,,,,,,
2438,,11375-49,FOXL2,Forkhead box protein L2,P58012,FOXL2,,,,X,,,,,,,,,,,,
2439,,10056-5,FOXM1,Forkhead box protein M1,Q08050,FOXM1,,X,,X,,,,,,,,,,,,
2440,,22055-31,FOXO1A,Forkhead box protein O1A,Q12778,FOXO1,,X,,X,,,,,,,,,,,,
2441,,11540-37,FOXO3A,Forkhead box protein O3,O43524,FOXO3,,X,X,X,X,,,,,,,,,,X,
2442,,22147-19,FOXO4,Forkhead box protein O4,P98177,FOXO4,,,,,,,,,,,,,,,,
